recordIdentifier,title,date,senders,receivers,mentioned,genre
DE-611-HS-3660514,"Brief von Hermann Josef Werhahn an Werner Heisenberg, 05.07.1963",1963-07-05,"Werhahn, Hermann Josef (1923-2016)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3660516,"Brief von Werner Heisenberg an Hermann Josef Werhahn, 02.07.1963",1963-07-02,"Heisenberg, Werner (1901-1976)","Werhahn, Hermann Josef (1923-2016)","Martini, Paul (1889-1964)",Brief
DE-611-HS-3660541,"Brief von Hermann Josef Werhahn an Werner Heisenberg, 25.06.1963",1963-06-25,"Werhahn, Hermann Josef (1923-2016)","Heisenberg, Werner (1901-1976)","Kennedy, John F. (1917-1963); Rahner, Karl (1904-1984); Schaefer, Hans (1906-2000); Martini, Paul (1889-1964)",Brief
DE-611-HS-3660556,"Brief von Heinz Kloppenburg, Ulrike Marie Meinhof, Herbert Mochalski und Gerd Hirschauer von Redaktion Werkhefte (München) an Werner Heisenberg, 14.02.1963",1963-02-14,"Kloppenburg, Heinz (1903-1986); Meinhof, Ulrike Marie (1934-1976); Mochalski, Herbert (1910-1992); Hirschauer, Gerd (1928-2007); Redaktion Werkhefte (München)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3660574,"Brief von Werner Heisenberg an Eugen Werle an Chirurgische Klinik (München, Universität, Medizinische Fakultät), 07.11.1968",1968-11-07,"Heisenberg, Werner (1901-1976)","Werle, Eugen; Chirurgische Klinik (München, Universität, Medizinische Fakultät) (-1974)",,Brief
DE-611-HS-3660589,"Brief von Ernst Coenen von Fritz-Thyssen-Stiftung an Werner Heisenberg, 09.11.1968",1968-11-09,"Coenen, Ernst (1906-1996); Fritz-Thyssen-Stiftung (1959-)","Heisenberg, Werner (1901-1976)","Werle, Eugen",Brief
DE-611-HS-3660597,"Brief von Werner Heisenberg an Ernst Coenen an Fritz-Thyssen-Stiftung, 07.11.1968",1968-11-07,"Heisenberg, Werner (1901-1976)","Coenen, Ernst (1906-1996); Fritz-Thyssen-Stiftung (1959-)","Werle, Eugen; Frey, Emil (1888-1977)",Brief
DE-611-HS-3660610,"Brief von Emil Frey an Werner Heisenberg, 05.11.1968",1968-11-05,"Frey, Emil (1888-1977)","Heisenberg, Werner (1901-1976)","Werle, Eugen",Brief
DE-611-HS-3660617,"Brief von Fritz Werner an Werner Heisenberg, 25.01.1970",1970-01-25,"Werner, Fritz","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3660627,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Georg Werner, 26.06.1958",1958-06-26,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Werner, Georg","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3660673,"Brief von Georg Werner an Hans Wenke, 27.05.1958",1958-05-27,"Werner, Georg","Wenke, Hans (1903-1971)",,Brief
DE-611-HS-3660675,Beobachtungen über Organisation und Entwicklung der sowjetischen Archäologie (Stand 1963) (Incipit der Unterlage),1963,"Werner, Joachim (1909-)",,,unknown
DE-611-HS-3660681,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Klaus Werner, 30.11.1964",1964-11-30,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Werner, Klaus","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3660684,"Brief von Klaus Werner an Werner Heisenberg, 12.11.1964",1964-11-12,"Werner, Klaus","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3660693,"Brief von Werner Heisenberg an R. Werner an Universität  . Institut für neuzeitliche Betriebsführung (Heidelberg), 04.03.1971",1971-03-04,"Heisenberg, Werner (1901-1976)","Werner, R.; Universität (Heidelberg) . Institut für neuzeitliche Betriebsführung",,Brief
DE-611-HS-3660699,"Brief von R. Werner von Universität  . Institut für neuzeitliche Betriebsführung (Heidelberg) an Werner Heisenberg, 25.02.1971",1971-02-25,"Werner, R.; Universität (Heidelberg) . Institut für neuzeitliche Betriebsführung","Heisenberg, Werner (1901-1976)","Krueger, Felix (1874-1948); Driesch, Hans (1867-1941); Litt, Theodor (1880-1962); Goerdeler, Carl (1884-1945); Mutschmann, Martin (1879-1947)",Brief
DE-611-HS-3661431,"Brief von E. Schreckeneder von Werner Reimers Stiftung an Werner Heisenberg an Max-Planck-Institut für Physik und Astrophysik, 28.02.1964",1964-02-28,"Schreckeneder, E.; Werner Reimers Stiftung (1976-2001)","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)",,Brief
DE-611-HS-3661439,"Brief von Edmund Werra an Werner Heisenberg, 26.06.1957",1957-06-26,"Werra, Edmund","Heisenberg, Werner (1901-1976)","Hartmann, Nicolai (1882-1950)",Brief
DE-611-HS-3661449,"Brief von Hans Werthmüller an Werner Heisenberg, 06.01.1950",1950-01-06,"Werthmüller, Hans (1912-)","Heisenberg, Werner (1901-1976)","Jünger, Ernst (1895-1998); Speiser, Andreas (1885-1970)",Brief
DE-611-HS-3661457,"Brief von Hans Weser an Werner Heisenberg, 10.06.1954",1954-06-10,"Weser, Hans (1896-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3661462,"Brief von Hans Weser an Werner Heisenberg, 27.05.1954",1954-05-27,"Weser, Hans (1896-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3661469,"Brief von Adam Wesp an Werner Heisenberg, 29.01.1964",1964-01-29,"Wesp, Adam","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3661478,"Brief von Günter Wessel von National Research Council of Canada. Division of Physics an Werner Heisenberg an Max-Planck-Institut für Physik, 21.04.1952",1952-04-21,"Wessel, Günter; National Research Council of Canada. Division of Physics","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)",,Brief
DE-611-HS-3661489,"Brief von Werner Heisenberg an Günter Wessel an National Research Council of Canada. Division of Physics, 20.03.1952",1952-03-20,"Heisenberg, Werner (1901-1976)","Wessel, Günter; National Research Council of Canada. Division of Physics",,Brief
DE-611-HS-3661492,"Brief von Günter Wessel von National Research Council of Canada. Division of Physics an Werner Heisenberg an Max-Planck-Institut für Physik, 14.03.1952",1952-03-14,"Wessel, Günter; National Research Council of Canada. Division of Physics","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)","Kopfermann, Hans (1895-1963)",Brief
DE-611-HS-3661553,"Brief von Walter Wessel an Werner Heisenberg, 01.07.1973",1973-07-01,"Wessel, Walter","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3661560,"Brief von Werner Heisenberg an Walter Wessel, 19.04.1971",1971-04-19,"Heisenberg, Werner (1901-1976)","Wessel, Walter","Euler, Hans (1909-); Dürr, Hans-Peter (1929-2014); Hund, Friedrich (1896-1997); Gerlach, Walther (1889-1979)",Brief
DE-611-HS-3661690,"Brief von Walter Wessel an Werner Heisenberg, 12.04.1971",1971-04-12,"Wessel, Walter","Heisenberg, Werner (1901-1976)","Born, Max (1882-1970); Euler, Hans (1909-); Dürr, Hans-Peter (1929-2014)",Brief
DE-611-HS-3661696,"Brief von Walter Wessel von USAF Institut of Technology an Unbekannt, 21.09.1950",1950-09-21,"Wessel, Walter; USAF Institut of Technology",Unbekannt,,Brief
DE-611-HS-3661707,"Brief von Pavel Vesselov an Werner Heisenberg, 15.06.1963",1963-06-15,"Vesselov, Pavel","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3661752,"Brief von Max-Planck-Institut für Physik und Astrophysik an Werner Heisenberg, 14.08.1963",1963-08-14,Max-Planck-Institut für Physik und Astrophysik (1958-1991),"Heisenberg, Werner (1901-1976)","Hobert, Margot (1912-); Lenz, Hans (1907-1968); Ruthardt, Konrad (1906-1973); Peierls, Rudolf Ernst (1907-1995)",Brief
DE-611-HS-3661757,"Brief von Werner Heisenberg an Georg Westermann Verlag, 19.06.1954",1954-06-19,"Heisenberg, Werner (1901-1976)",Georg Westermann Verlag,"Honsell, Robert; Heiseler, Bernt von (1907-1969)",Brief
DE-611-HS-3661758,Aktennotiz,unknown,,,,unknown
DE-611-HS-3661760,"Brief von Georg Westermann Verlag an Werner Heisenberg, 10.06.1954",1954-06-10,Georg Westermann Verlag,"Heisenberg, Werner (1901-1976)","Honsell, Robert; Heiseler, Bernt von (1907-1969)",Brief
DE-611-HS-3661762,"Brief von Hermann Boekhoff von Georg Westermann Verlag an Werner Heisenberg, 24.04.1954",1954-04-24,"Boekhoff, Hermann; Georg Westermann Verlag","Heisenberg, Werner (1901-1976)","Hartmann, Hans (1888-1976) [vermutlich]",Brief
DE-611-HS-3661767,"Brief von Werner Heisenberg an Hermann Boekhoff an Georg Westermann Verlag, 15.04.1954",1954-04-15,"Heisenberg, Werner (1901-1976)","Boekhoff, Hermann; Georg Westermann Verlag","Hartmann, Hans (1888-1976)",Brief
DE-611-HS-3661768,"Brief von Hermann Boekhoff von Georg Westermann Verlag an Werner Heisenberg, 06.04.1954",1954-04-06,"Boekhoff, Hermann; Georg Westermann Verlag","Heisenberg, Werner (1901-1976)","Retzlaff, Erich (1899-1993)",Brief
DE-611-HS-3661773,"Brief von Werner Heisenberg an Hermann Boekhoff an Georg Westermann Verlag, 10.02.1954",1954-02-10,"Heisenberg, Werner (1901-1976)","Boekhoff, Hermann; Georg Westermann Verlag","Binz, Tita (1903-1970); Retzlaff, Erich (1899-1993)",Brief
DE-611-HS-3661778,"Brief von Hermann Boekhoff von Georg Westermann Verlag an Werner Heisenberg, 05.02.1954",1954-02-05,"Boekhoff, Hermann; Georg Westermann Verlag","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3661788,"Brief von Werner Heisenberg an Arne Westgren, 30.11.1950",1950-11-30,"Heisenberg, Werner (1901-1976)","Westgren, Arne (1889-1975)",,Brief
DE-611-HS-3661793,"Brief von Heinrich Westphal an Werner Heisenberg, 04.02.1974",1974-02-04,"Westphal, Heinrich","Heisenberg, Werner (1901-1976)","Podewils, Clemens (1905-); Haber, Wolfgang (1925-); Ziegler, Wolfram",Brief
DE-611-HS-3661811,"Brief von Werner Heisenberg an Heinrich Westphal, 08.02.1974",1974-02-08,"Heisenberg, Werner (1901-1976)","Westphal, Heinrich","Ziegler, Wolfram",Brief
DE-611-BF-81113,"500. IV. Institutionen, 1. Korrespondenz: Wet-Wh",1950,,,,unknown
DE-611-HS-3662732,"Brief von Eduard W. Wette an Werner Heisenberg, 08.05.1968",1968-05-08,"Wette, Eduard W. (1925-)","Heisenberg, Werner (1901-1976)","Dürr, Hans-Peter (1929-2014); Mittelstaedt, Peter (1929-2014); Einstein, Albert (1879-1955); Planck, Max (1858-1947); Kleene, Stephen Cole; Schütte, Dieter",Brief
DE-611-HS-3662741,"Brief von Hans-Peter Dürr an Eduard W. Wette, 19.03.1958",1958-03-19,"Dürr, Hans-Peter (1929-2014)","Wette, Eduard W. (1925-)","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3662750,"Brief von Eduard W. Wette an Werner Heisenberg, 08.03.1958",1958-03-08,"Wette, Eduard W. (1925-)","Heisenberg, Werner (1901-1976)","Planck, Max (1858-1947)",Brief
DE-611-HS-3662767,"Brief von Eduard W. Wette an Werner Heisenberg, 03.03.1958",1958-03-03,"Wette, Eduard W. (1925-)","Heisenberg, Werner (1901-1976)","Lorenzen, Paul (1915-1994)",Brief
DE-611-HS-3662779,"Brief von Werner Heisenberg an Paul Wewior, 30.04.1958",1958-04-30,"Heisenberg, Werner (1901-1976)","Wewior, Paul",,Brief
DE-611-HS-3662787,"Brief von Paul Wewior an Werner Heisenberg, 22.04.1958",1958-04-22,"Wewior, Paul","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3662796,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Fritz Joachim Weyl, 24.06.1950",1950-06-24,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Weyl, Fritz Joachim (1915-1977)","Windaus, Günter; Courant, Richard (1888-1972)",Brief
DE-611-HS-3662856,"Brief von W. Gordon Whaley von University of Texas an Werner Heisenberg, 12.03.1959",1959-03-12,"Whaley, W. Gordon (1914-1982); University of Texas (1883-1967)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3662868,"Brief von Merit P. White an Werner Heisenberg, o.D.",o.D.,"White, Merit P.","Heisenberg, Werner (1901-1976)","Dirac, P. A. M. (1902-1984); Taylor, Geoffrey Ingram",Brief
DE-611-HS-3662882,"Brief von Who's who - Book & Publishing (Verlag für Biographien) an Werner Heisenberg, 07.12.1973",1973-12-07,Who's who - Book & Publishing (Verlag für Biographien),"Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3662927,"Brief von Who's who - Book & Publishing (Verlag für Biographien) an Werner Heisenberg, 02.05.1973",1973-05-02,Who's who - Book & Publishing (Verlag für Biographien),"Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3662936,"Brief von Werner Heisenberg an Who's who - Book & Publishing (Verlag für Biographien), 31.01.1973",1973-01-31,"Heisenberg, Werner (1901-1976)",Who's who - Book & Publishing (Verlag für Biographien),,Brief
DE-611-HS-3662946,"Brief von Jackson Martindell von Inc. Marquis Who's Who (Chicago, Ill.) an Werner Heisenberg, 10.07.1961 [ca.]",1961-07-10,"Martindell, Jackson; Marquis Who's Who, Inc. (Chicago, Ill.)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3662949,"Brief von Wheeler Sammons von Inc. Marquis Who's Who (Chicago, Ill.) an Werner Heisenberg, 1957",1957,"Sammons, Wheeler; Marquis Who's Who, Inc. (Chicago, Ill.)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3662953,"Brief von Who's Who (London), A & C Black an Werner Heisenberg, 10.07.1961 [ca.]",1961-07-10,Who's Who (London); A & C Black (1807-),"Heisenberg, Werner (1901-1976) [vermutlich]",,Brief
DE-611-HS-3662957,Aktennotiz (Einheitstitel von Bearbeiter/in),unknown,,,,unknown
DE-611-HS-3662967,"Brief von Lancelot Law Whyte an Werner Heisenberg, 23.07.1962",1962-07-23,"Whyte, Lancelot Law (1896-1972)","Heisenberg, Werner (1901-1976) [vermutlich]",,Brief
DE-611-HS-3662970,"Brief von Werner Heisenberg an Lancelot Law Whyte, 19.07.1962",1962-07-19,"Heisenberg, Werner (1901-1976)","Whyte, Lancelot Law (1896-1972)",,Brief
DE-611-HS-3662972,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Lancelot Law Whyte, 06.07.1962",1962-07-06,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Whyte, Lancelot Law (1896-1972)","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3662980,"Brief von Lancelot Law Whyte an Werner Heisenberg, 25.06.1962",1962-06-25,"Whyte, Lancelot Law (1896-1972)","Heisenberg, Werner (1901-1976) [vermutlich]",,Brief
DE-611-HS-3662983,"Brief von Werner Heisenberg an Lancelot Law Whyte, 07.03.1953",1953-03-07,"Heisenberg, Werner (1901-1976)","Whyte, Lancelot Law (1896-1972)",,Brief
DE-611-HS-3662985,"Brief von Lancelot Law Whyte an Werner Heisenberg, 04.02.1953",1953-02-04,"Whyte, Lancelot Law (1896-1972)","Heisenberg, Werner (1901-1976) [vermutlich]","Rasetti, Franco",Brief
DE-611-HS-3662987,"Brief von Werner Heisenberg an Lancelot Law Whyte, 29.01.1953",1953-01-29,"Heisenberg, Werner (1901-1976)","Whyte, Lancelot Law (1896-1972)","Rasetti, Franco",Brief
DE-611-HS-3662990,"Brief von Lancelot Law Whyte an Werner Heisenberg, 25.01.1953",1953-01-25,"Whyte, Lancelot Law (1896-1972)","Heisenberg, Werner (1901-1976) [vermutlich]",,Brief
DE-611-HS-3662994,"Brief von Lancelot Law Whyte an Werner Heisenberg, 28.08.1950",1950-08-28,"Whyte, Lancelot Law (1896-1972)","Heisenberg, Werner (1901-1976) [vermutlich]",,Brief
DE-611-HS-3662999,"Brief von Werner Heisenberg an Lancelot Law Whyte, 23.06.1950",1950-06-23,"Heisenberg, Werner (1901-1976)","Whyte, Lancelot Law (1896-1972)",,Brief
DE-611-HS-3663002,"Brief von Lancelot Law Whyte an Werner Heisenberg, 09.06.1950",1950-06-09,"Whyte, Lancelot Law (1896-1972)","Heisenberg, Werner (1901-1976) [vermutlich]",,Brief
DE-611-BF-81114,"501. IV. Institutionen, 1. Korrespondenz: Wib-Wirk",1949,,,,unknown
DE-611-HS-3663239,"Brief von Nils Wiberg an Werner Heisenberg, 1973 [mutm.]",1973,"Wiberg, Nils (1934-2007)","Heisenberg, Werner (1901-1976)","Vasisht, Sham Kumar",Brief
DE-611-HS-3663260,"Brief von Nils Wiberg an Werner Heisenberg, 07.05.1973",1973-05-07,"Wiberg, Nils (1934-2007)","Heisenberg, Werner (1901-1976)","Vasisht, Sham Kumar",Brief
DE-611-HS-3663271,Aktenverweis (Einheitstitel von Bearbeiter/in),unknown,,,,unknown
DE-611-HS-3663275,"Brief von Werner Heisenberg an Egon Wiberg an Institut für Anorganische Chemie (München), 14.07.1964",1964-07-14,"Heisenberg, Werner (1901-1976)","Wiberg, Egon (1901-1976); Institut für Anorganische Chemie (München)",,Brief
DE-611-HS-3663280,"Brief von Egon Wiberg von Institut für Anorganische Chemie (München) an Werner Heisenberg, 10.07.1964",1964-07-10,"Wiberg, Egon (1901-1976); Institut für Anorganische Chemie (München)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3663285,"Brief von Werner Heisenberg an Egon Wiberg an Institut für Anorganische Chemie (München), 06.12.1956",1956-12-06,"Heisenberg, Werner (1901-1976)","Wiberg, Egon (1901-1976); Institut für Anorganische Chemie (München)",,Brief
DE-611-HS-3663287,"Brief von Egon Wiberg von Institut für Anorganische Chemie (München) an Werner Heisenberg, 03.12.1956",1956-12-03,"Wiberg, Egon (1901-1976); Institut für Anorganische Chemie (München)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3663296,"Brief von Barbara Allason an Werner Heisenberg, 16.05.1958",1958-05-16,"Allason, Barbara (1877-1968)","Heisenberg, Werner (1901-1976)","Frontali, Clara",Brief
DE-611-HS-3663309,"Brief von Werner Heisenberg an Barbara Allason, 05.05.1958",1958-05-05,"Heisenberg, Werner (1901-1976)","Allason, Barbara (1877-1968)","Frontali, Clara; Borsellino, Antonio",Brief
DE-611-HS-3663324,"Brief von Werner Heisenberg an G. Widmer an Eidgenössische Technische Hochschule Zürich. Institut für Höhere Elektrotechnik, 21.04.1960",1960-04-21,"Heisenberg, Werner (1901-1976)","Widmer, G.; Eidgenössische Technische Hochschule Zürich. Institut für Höhere Elektrotechnik",,Brief
DE-611-HS-3663337,"Brief von G. Widmer von Eidgenössische Technische Hochschule Zürich. Institut für Höhere Elektrotechnik an Werner Heisenberg, 12.04.1960",1960-04-12,"Widmer, G.; Eidgenössische Technische Hochschule Zürich. Institut für Höhere Elektrotechnik","Heisenberg, Werner (1901-1976)","Waldmeier, Max (1912-2000)",Brief
DE-611-HS-3663342,"Brief von Werner Heisenberg an Franz Wieacker, 24.06.1974",1974-06-24,"Heisenberg, Werner (1901-1976)","Wieacker, Franz (1908-1994)",,Brief
DE-611-HS-3663358,Folgende Persönlichkeiten haben ... zugesagt (Incipit der Unterlage),1949-10-31,,,,unknown
DE-611-HS-3663410,"Brief von Georg Wieduwilt an Werner Heisenberg, 01.04.1974",1974-04-01,"Wieduwilt, Georg","Heisenberg, Werner (1901-1976)","Savonius, Sigurd Johannes; Genscher, Hans-Dietrich (1927-2016)",Brief
DE-611-HS-3663422,"Brief von Werner Heisenberg an Georg Wieduwilt, 19.03.1974",1974-03-19,"Heisenberg, Werner (1901-1976)","Wieduwilt, Georg",,Brief
DE-611-HS-3663431,"Brief von Georg Wieduwilt an Werner Heisenberg, 25.03.1974",1974-03-25,"Wieduwilt, Georg","Heisenberg, Werner (1901-1976)","Savonius, Sigurd Johannes; Genscher, Hans-Dietrich (1927-2016)",Brief
DE-611-HS-3663467,"Brief von Hans Jürgen Wiehe an Werner Heisenberg an Max-Planck-Institut für Physik und Astrophysik, 29.04.1966",1966-04-29,"Wiehe, Hans Jürgen","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)",,Brief
DE-611-HS-3663504,"Brief von Werner Heisenberg an Hans Jürgen Wiehe, 18.04.1966",1966-04-18,"Heisenberg, Werner (1901-1976)","Wiehe, Hans Jürgen","Fraser, Ronald G. J. (1899-1985); Bohr, Niels (1885-1962); Hahn, Otto (1879-1968); Olmes, Friedrich [vermutlich]; Heisenberg, Elisabeth (1914-1998)",Brief
DE-611-HS-3663523,"Brief von Hans Jürgen Wiehe an Werner Heisenberg, 15.04.1966",1966-04-15,"Wiehe, Hans Jürgen","Heisenberg, Werner (1901-1976)","Olmes, Friedrich [vermutlich]",Brief
DE-611-HS-3663532,"Brief von Werner Heisenberg an Hans Jürgen Wiehe, 07.02.1966",1966-02-07,"Heisenberg, Werner (1901-1976)","Wiehe, Hans Jürgen","Bar-Zohar, Mikhẚel (1938-)",Brief
DE-611-HS-3663551,"Brief von Hans Jürgen Wiehe an Werner Heisenberg, 02.02.1966",1966-02-02,"Wiehe, Hans Jürgen","Heisenberg, Werner (1901-1976)","Olmes, Friedrich [vermutlich]; Hitler, Adolf (1889-1945)",Brief
DE-611-HS-3663659,"Brief von Albert Wieland an Werner Heisenberg, 09.03.1958",1958-03-09,"Wieland, Albert (1920-2010)","Heisenberg, Werner (1901-1976)","Hahn, Otto (1879-1968); Weizsäcker, Carl Friedrich von (1912-2007); Spranger, Eduard (1882-1963); Heuss, Theodor (1884-1963); Von Braun, Wernher (1912-1977)",Brief
